29584	-57721	-1110	-623	-835	950	0	
27902	-57806	-967	-641	-835	1007	0	
29652	-57726	-1075	-652	-875	909	0	
27925	-57743	-1024	-652	-795	967	0	
29612	-57738	-1127	-606	-829	921	0	
27788	-57801	-1030	-675	-829	978	0	
29618	-57715	-1070	-612	-829	915	0	
27896	-57801	-978	-635	-818	950	0	
29721	-57680	-1075	-658	-875	904	0	
27731	-57778	-1001	-646	-858	961	0	
29710	-57703	-1058	-555	-841	892	0	
27622	-57766	-995	-641	-835	978	0	
29658	-57680	-1087	-623	-847	967	0	
27610	-57783	-1001	-595	-841	932	0	
29652	-57640	-1110	-664	-847	915	0	
27548	-57761	-990	-606	-841	972	0	
29641	-57709	-1093	-629	-835	904	0	
27542	-57783	-955	-641	-835	944	0	
29538	-57703	-1030	-635	-835	892	0	
27422	-57812	-984	-618	-852	944	0	
29693	-57738	-1110	-555	-858	944	0	
27525	-57823	-1001	-589	-795	972	0	
29721	-57749	-1087	-572	-864	944	0	
29687	-57738	-1047	-629	-847	915	0	
27445	-57789	-984	-589	-824	961	0	
29618	-57726	-1081	-589	-829	915	0	
27342	-57778	-967	-595	-841	938	0	
29773	-57721	-1081	-612	-835	932	0	
27399	-57806	-944	-618	-915	961	0	
29607	-57715	-1047	-623	-829	881	0	
27267	-57795	-967	-623	-847	938	0	
29578	-57721	-1070	-578	-847	955	0	
27244	-57778	-972	-606	-869	915	0	
29515	-57698	-1093	-646	-858	921	0	
27204	-57789	-967	-618	-864	990	0	
29578	-57709	-1041	-623	-869	932	0	
27170	-57755	-972	-589	-847	950	0	
29527	-57703	-1075	-595	-778	904	0	
27021	-57772	-932	-641	-824	961	0	
29555	-57709	-1064	-583	-841	881	0	
26930	-57766	-955	-606	-761	955	0	
29429	-57703	-1075	-612	-829	915	0	
26970	-57743	-932	-623	-829	961	0	
29315	-57692	-1052	-601	-812	898	0	
26850	-57732	-972	-618	-807	967	0	
29395	-57743	-1110	-601	-824	881	0	
26690	-57778	-1012	-612	-829	1007	0	
29298	-57738	-1087	-601	-847	898	0	
26752	-57772	-1001	-646	-835	950	0	
29338	-57715	-1075	-618	-807	921	0	
26735	-57721	-1007	-629	-766	915	0	
29246	-57663	-1035	-583	-824	927	0	
26587	-57732	-967	-601	-847	955	0	
29229	-57692	-1093	-623	-869	898	0	
26541	-57783	-961	-601	-789	932	0	
29172	-57686	-1121	-623	-841	927	0	
26472	-57738	-1035	-629	-835	932	0	
29161	-57726	-1127	-595	-801	927	0	
26541	-57795	-1024	-641	-829	995	0	
29264	-57749	-1098	-612	-784	875	0	
26472	-57778	-995	-635	-807	955	0	
29292	-57749	-1093	-589	-875	932	0	
26409	-57778	-984	-589	-847	915	0	
29069	-57726	-1035	-635	-841	909	0	
26341	-57772	-990	-612	-818	921	0	
29206	-57732	-1098	-566	-829	915	0	
26404	-57761	-961	-664	-818	944	0	
29321	-57698	-1104	-652	-789	892	0	
26512	-57749	-961	-635	-852	938	0	
29338	-57692	-1064	-612	-824	892	0	
26472	-57778	-950	-646	-824	938	0	
29366	-57709	-1155	-669	-869	881	0	
26415	-57732	-984	-601	-807	938	0	
29338	-57686	-1104	-595	-869	955	0	
26472	-57658	-990	-623	-778	932	0	
29550	-57698	-1075	-606	-852	938	0	
26644	-57680	-972	-618	-801	927	0	
29675	-57709	-1098	-629	-829	909	0	
26644	-57749	-961	-606	-818	915	0	
29818	-57680	-1110	-669	-847	909	0	
26644	-57709	-1024	-623	-841	927	0	
29818	-57675	-1070	-589	-869	892	0	
26598	-57646	-984	-646	-852	915	0	
29801	-57703	-1070	-646	-841	904	0	
26501	-57663	-972	-635	-869	915	0	
29767	-57652	-1127	-618	-835	909	0	
26506	-57618	-990	-618	-841	892	0	
29773	-57629	-1138	-652	-801	915	0	
26506	-57669	-1001	-652	-824	927	0	
29744	-57646	-1093	-652	-784	938	0	
26558	-57686	-1012	-646	-801	972	0	
29870	-57629	-1070	-612	-858	915	0	
30047	-57629	-1052	-601	-789	864	0	
26678	-57663	-978	-623	-812	915	0	
29979	-57652	-1127	-652	-761	841	0	
26598	-57623	-967	-618	-847	927	0	
30030	-57640	-1121	-623	-829	915	0	
26564	-57640	-984	-578	-852	938	0	
30087	-57635	-1093	-612	-898	921	0	
26655	-57675	-1024	-606	-801	921	0	
30144	-57635	-1087	-623	-812	898	0	
26644	-57652	-1024	-623	-801	961	0	
30156	-57635	-1093	-635	-818	904	0	
26547	-57623	-978	-618	-818	904	0	
